"","theta","phys","Ppu","Ps","Pu","Pps","PpAll","PsiU","PsiS"
"223",2.2,"Plain",0.211591715672815,0.125929237392168,0.282122287563754,0.0314823093480419,0.243074025020857,0.870482626247948,0.129517373752052
"224",2.3,"Plain",0.219842354555717,0.136457787444399,0.293123139407623,0.0341144468610997,0.253956801416817,0.865668307874504,0.134331692125497
"225",2.4,"Plain",0.226931427055202,0.147200925245969,0.302575236073603,0.0368002313114921,0.263731658366694,0.860463353017995,0.139536646982005
"226",2.5,"Plain",0.232727922257266,0.158075009653582,0.310303896343022,0.0395187524133955,0.272246674670662,0.854842111621009,0.145157888378991
"227",2.6,"Plain",0.23712257961467,0.168988190977471,0.316163439486226,0.0422470477443677,0.279369627359038,0.848777234147673,0.151222765852327
"228",2.7,"Plain",0.240031312719719,0.179841517854424,0.320041750292959,0.044960379463606,0.284991692183325,0.842239683833715,0.157760316166285
"229",2.8,"Plain",0.241397884736304,0.190530288233021,0.321863846315072,0.0476325720582552,0.289030456794559,0.835198779441738,0.164801220558261
"230",2.9,"Plain",0.241195716583753,0.200945623649522,0.321594288778338,0.0502364059123805,0.291432122496134,0.827622276219579,0.172377723780421
"231",3,"Plain",0.239428746655035,0.210976237346018,0.31923832887338,0.0527440593365045,0.292172805991539,0.819476493859487,0.180523506140513
"232",3.1,"Plain",0.236131303221934,0.220510358692904,0.314841737629245,0.055127589673226,0.29125889289516,0.810726501343018,0.189273498656982
"233",3.2,"Plain",0.231366995301997,0.229437769194747,0.308489327069329,0.0573594422986867,0.288726437600683,0.80133636955679,0.19866363044321
"234",3.3,"Plain",0.225226672048839,0.237651899431482,0.300302229398453,0.0594129748578704,0.28463964690671,0.791269503375463,0.208730496624537
"235",3.4,"Plain",0.217825542115366,0.245051931926173,0.290434056153821,0.0612629829815433,0.279088525096909,0.780489065395036,0.219510934604964
"236",3.5,"Plain",0.209299580569606,0.251544852390505,0.279066107426141,0.0628862130976264,0.272185793667232,0.768958503490048,0.231041496509952
"237",3.6,"Plain",0.199801379825084,0.257047391262036,0.266401839766779,0.0642618478155089,0.264063227640593,0.756642193653054,0.243357806346946
"238",3.7,"Plain",0.189495621193773,0.261487799011223,0.252660828258364,0.0653719497528058,0.254867570946579,0.743506207910193,0.256493792089807
"239",3.8,"Plain",0.1785543541862,0.264807402367341,0.238072472248266,0.0662018505918352,0.244756204778035,0.729519214224324,0.270480785775676
"240",3.9,"Plain",0.167152271315929,0.266961894300926,0.222869695087905,0.0667404735752316,0.233892744891161,0.714653510923186,0.285346489076814
"241",4,"Plain",0.155462157294242,0.267922318122982,0.207282876392323,0.0669805795307456,0.222442736824988,0.698886192074484,0.301113807925516
"242",4.1,"Plain",0.143650674086314,0.267675715147168,0.191534232115085,0.066918928786792,0.210569602873106,0.682200432190971,0.317799567809029
"243",4.2,"Plain",0.131874618790271,0.266225415665049,0.175832825053695,0.0665563539162622,0.198430972706533,0.664586868630157,0.335413131369843
"244",4.3,"Plain",0.120277761503512,0.263590964101096,0.160370348671349,0.065897741025274,0.186175502528786,0.646045048192712,0.353954951807288
"245",4.4,"Plain",0.10898833727966,0.2598076806988,0.145317783039546,0.0649519201746999,0.173940257454359,0.6265848911271,0.3734151088729
"246",4.5,"Plain",0.0981172320397309,0.254925873479097,0.130822976052975,0.0637314683697742,0.161848700409505,0.606228111757941,0.393771888242059
"247",4.6,"Plain",0.0877568688830601,0.249009725049098,0.117009158510747,0.0622524312622746,0.150009300145335,0.585009521396593,0.414990478603407
"248",4.7,"Plain",0.0779807704340412,0.242135888691821,0.103974360578722,0.0605339721729553,0.138514742606997,0.562978127572266,0.437021872427734
"249",4.8,"Plain",0.0688437461295511,0.234391836653281,0.0917916615060682,0.0585979591633203,0.127441705292871,0.540197935764768,0.459802064235232
"250",4.9,"Plain",0.0603826317814538,0.225874010345222,0.0805101757086051,0.0564685025863054,0.116851134367759,0.516748357713113,0.483251642286887
"251",5,"Plain",0.052617492998104,0.216685827063748,0.0701566573308053,0.054171456765937,0.106788949764041,0.492724135918245,0.507275864081755
"252",5.1,"Plain",0.0455531943534853,0.206935600640554,0.0607375924713137,0.0517339001601384,0.0972870945136237,0.468234708634517,0.531765291365483
"253",5.2,"Plain",0.0391812323937158,0.196734434143683,0.0522416431916211,0.0491836085359206,0.0883648409296364,0.443402964137232,0.556597035862768
"254",5.3,"Plain",0.0334817321705146,0.186194141373235,0.0446423095606861,0.0465485353433088,0.0800302675138234,0.418363366894049,0.581636633105951
"255",5.4,"Plain",0.0284255132271662,0.175425250587793,0.0379006843028883,0.0438563126469481,0.0722818258741144,0.393259479591342,0.606740520408658
"256",5.5,"Plain",0.0239761408902635,0.164535138862982,0.0319681878536847,0.0411337847157454,0.065109925606009,0.368240950471164,0.631759049528836
"257",5.6,"Plain",0.020091891300414,0.153626339003717,0.026789188400552,0.0384065847509293,0.0584984760513432,0.343460080614401,0.656539919385599
"258",5.7,"Plain",0.0167275727935828,0.142795053334891,0.0223034303914437,0.0356987633337229,0.0524263361273056,0.319068125473495,0.680931874526505
"259",5.8,"Plain",0.01383616102534,0.13212990034134,0.0184482147004533,0.033032475085335,0.046868636110675,0.295211513999841,0.704788486000159
"260",5.9,"Plain",0.011370219730528,0.121710911388717,0.0151602929740374,0.0304277278471792,0.0417979475777072,0.272028182948205,0.727971817051795
"261",6,"Plain",0.00928309250230031,0.111608785998087,0.0123774566697337,0.0279021964995219,0.0371852890018222,0.249644220913421,0.750355779086579
"262",6.1,"Plain",0.00752986290569644,0.101884405710866,0.0100398172075953,0.0254711014277164,0.0330009643334128,0.228170996144879,0.771829003855121
"263",6.2,"Plain",0.00606809024424678,0.092588598771567,0.00809078699232905,0.0231471496928917,0.0292152399371385,0.207702906335984,0.792297093664016
"264",6.3,"Plain",0.00485833618227087,0.0837621409283506,0.00647778157636115,0.0209405352320877,0.0257988714143585,0.188315841582393,0.811684158417607
"265",6.4,"Plain",0.00386450315722368,0.0754359718022701,0.00515267087629823,0.0188589929505675,0.0227234961077912,0.17006639906518,0.82993360093482
"266",6.5,"Plain",0.00305400919396253,0.0676316016397955,0.00407201225861671,0.0169079004099489,0.0199619096039114,0.152991835679093,0.847008164320907
"267",6.6,"Plain",0.00239782555544583,0.0603616799101565,0.00319710074059444,0.0150904199775391,0.017488245532985,0.137110698207161,0.862889301792839
"268",6.7,"Plain",0.00187040390045608,0.0536306951489246,0.00249387186727477,0.0134076737872312,0.0152780776876872,0.122424033879829,0.877575966120171
"269",6.8,"Plain",0.00144951857522421,0.0474357746354088,0.00193269143363228,0.0118589436588522,0.0133084622340764,0.108917059666947,0.891082940333053
"270",6.9,"Plain",0.00111604766037436,0.0417675528290681,0.00148806354716582,0.010441888207267,0.0115579358676414,0.0965611570400687,0.903438842959931
"271",7,"Plain",0.000853713734298416,0.0366110788452502,0.00113828497906455,0.00915276971131256,0.010006483445611,0.0853160592268676,0.914683940773132
"272",7.1,"Plain",0.000648802277673351,0.0319467354604985,0.000865069703564468,0.00798668386512462,0.00863548614279798,0.0751321080185456,0.924867891981454
"273",7.2,"Plain",0.000489872470556635,0.0277511450217645,0.000653163294075514,0.00693778625544113,0.00742765872599777,0.0659524742085979,0.934047525791402
"274",7.3,"Plain",0.000367472016754458,0.0239980410037819,0.000489962689005944,0.00599951025094548,0.00636698226769994,0.0577152568209063,0.942284743179094
"275",7.4,"Plain",0.000273864715884809,0.0206590876283358,0.000365152954513078,0.00516477190708395,0.00543863662296876,0.0503553987645006,0.949644601235499
"276",7.5,"Plain",0.000202776892089847,0.0177046337522291,0.000270369189453129,0.00442615843805729,0.00462893533014713,0.0438063782764927,0.956193621723507
"277",7.6,"Plain",0.000149166538990023,0.015104390988617,0.000198888718653364,0.00377609774715425,0.00392526428614428,0.0380016549501044,0.961998345049896
"278",7.7,"Plain",0.000109017177708605,0.0128280296125343,0.000145356236944807,0.00320700740313358,0.00331602458084218,0.0328758653776076,0.967124134622392
"279",7.8,"Plain",7.91569453717458e-05,0.0108456891048804,0.000105542593828994,0.0027114222762201,0.00279057922159185,0.0283657760938218,0.971634223906178
"280",7.9,"Plain",5.71023115650041e-05,0.00912840312603351,7.61364154200055e-05,0.00228210078150838,0.00233920309307338,0.0244110106275466,0.975588989372453
"281",8,"Plain",4.09250221036732e-05,0.00764844122395724,5.45666961382309e-05,0.00191211030598931,0.00195303532809298,0.0209545733837974,0.979045426616203
"282",8.1,"Plain",2.91403475110188e-05,0.00637957164127727,3.88537966813583e-05,0.00159489291031932,0.00162403325783034,0.0179431962803209,0.982056803719679
"283",8.2,"Plain",2.06144191010835e-05,0.00529725118388508,2.7485892134778e-05,0.00132431279597127,0.00134492721507235,0.0153275351038045,0.984672464896196
"284",8.3,"Plain",1.44883205635895e-05,0.00437874926287193,1.93177607514527e-05,0.00109468731571798,0.00110917563628157,0.0130622419837498,0.98693775801625
"285",8.4,"Plain",1.01166229117605e-05,0.00360321395118373,1.3488830549014e-05,0.000900803487795934,0.000910920110707694,0.0111059387018044,0.988894061298196
"286",8.5,"Plain",7.01816620285353e-06,0.00295168824798924,9.35755493713804e-06,0.00073792206199731,0.000744940228200163,0.00942111318086553,0.990578886819134
"287",8.6,"Plain",4.83706926147828e-06,0.0024070847676396,6.44942568197104e-06,0.000601771191909901,0.000606608261171379,0.00797395876564185,0.992026041234358
"288",8.7,"Plain",3.31216172241433e-06,0.00195412682142995,4.41621562988577e-06,0.000488531705357487,0.000491843867079902,0.00673417306609672,0.993265826933903
"289",8.8,"Plain",2.25326013056851e-06,0.00157926339589083,3.00434684075801e-06,0.000394815848972707,0.000397069109103276,0.00567473036534415,0.994325269634656
"290",8.9,"Plain",1.52293617014078e-06,0.00127056490655269,2.03058156018771e-06,0.000317641226638172,0.000319164162808313,0.00477163901091065,0.995228360989089
"291",9,"Plain",1.02263968265814e-06,0.00101760587304884,1.36351957687752e-06,0.00025440146826221,0.000255424107944868,0.00400369288117031,0.99599630711883
"292",9.1,"Plain",6.82235244612524e-07,0.000811339866889412,9.09646992816699e-07,0.000202834966722353,0.000203517201966966,0.00335222397919594,0.996647776020804
"293",9.2,"Plain",4.52185084150352e-07,0.000643971267787934,6.02913445533803e-07,0.000160992816946983,0.000161445002031134,0.00280086146032041,0.99719913853968
"294",9.3,"Plain",2.97761733528426e-07,0.000508827561681125,3.97015644704568e-07,0.000127206890420281,0.00012750465215381,0.00233530093607278,0.997664699063927
"295",9.4,"Plain",1.94801414691708e-07,0.000400235150121042,2.59735219588944e-07,0.00010005878753026,0.000100253588944952,0.00194308669387059,0.998056913306129
"296",9.5,"Plain",1.26615215774631e-07,0.000313400936252936,1.68820287699508e-07,7.8350234063234e-05,7.84768492790086e-05,0.00161340850120621,0.998386591498794
"297",9.6,"Plain",8.17617659356947e-08,0.000244301320493054,1.0901568791426e-07,6.10753301232634e-05,6.11570918891991e-05,0.00133691389518367,0.998663086104816
"298",9.7,"Plain",5.2454795381417e-08,0.000189579687016128,6.99397271752227e-08,4.73949217540321e-05,4.74473765494135e-05,0.00110553626345997,0.99889446373654
"299",9.8,"Plain",3.34341819913703e-08,0.00014645299316701,4.4578909321827e-08,3.66132482917525e-05,3.66466824737439e-05,0.000912338572947898,0.999087661427052
"300",9.9,"Plain",2.11722385026891e-08,0.000112627686915794,2.82296513369188e-08,2.81569217289484e-05,2.81780939674511e-05,0.000751372272629419,0.999248627727371
"301",10,"Plain",1.3320282138326e-08,8.62248684310833e-05,1.77603761844347e-08,2.15562171077708e-05,2.15695373899091e-05,0.000617550664047047,0.999382449335953
"302",10.1,"Plain",8.32588945905107e-09,6.5714374502181e-05,1.11011859454014e-08,1.64285936255452e-05,1.64369195150043e-05,0.000506535878054939,0.999493464121945
"303",10.2,"Plain",5.17033196264349e-09,4.98572912071789e-05,6.89377595019132e-09,1.24643228017947e-05,1.24694931337574e-05,0.000414638502718798,0.999585361497281
"304",10.3,"Plain",3.1898979247864e-09,3.76562824262277e-05,4.25319723304854e-09,9.41407060655694e-06,9.41726050448172e-06,0.000338728861038549,0.999661271138962
"305",10.4,"Plain",1.95526539831925e-09,2.83130508272417e-05,2.60702053109233e-09,7.07826270681042e-06,7.08021797220874e-06,0.000276158927026548,0.999723841072974
"306",10.5,"Plain",1.19070784263809e-09,2.1192215289122e-05,1.58761045685078e-09,5.29805382228051e-06,5.29924453012315e-06,0.000224693885301877,0.999775306114698
"307",10.6,"Plain",7.20402620848577e-10,1.57908863760495e-05,9.60536827798103e-10,3.94772159401239e-06,3.94844199663323e-06,0.000182452375256583,0.999817547624743
"308",10.7,"Plain",4.33027945771058e-10,1.17132421740263e-05,5.77370594361411e-10,2.92831054350657e-06,2.92874357145234e-06,0.000147854510033571,0.999852145489966
"309",10.8,"Plain",2.58599175602987e-10,8.64944415718719e-06,3.44798900803983e-10,2.1623610392968e-06,2.1626196384724e-06,0.000119576818319126,0.999880423181681
"310",10.9,"Plain",1.53429517032483e-10,6.3582813073992e-06,2.04572689376644e-10,1.5895703268498e-06,1.58972375636683e-06,9.65133196368232e-05,0.999903486680363
"311",11,"Plain",9.04401492817465e-11,4.65298594018799e-06,1.20586865708995e-10,1.163246485047e-06,1.16333692519628e-06,7.77420086330427e-05,0.999922257991367
"312",11.1,"Plain",5.29644166991167e-11,3.38972295793865e-06,7.06192222654889e-11,8.47430739484662e-07,8.47483703901361e-07,6.24960886625865e-05,0.999937503911337
"313",11.2,"Plain",3.08161009093947e-11,2.45831274046659e-06,4.10881345458596e-11,6.14578185116649e-07,6.14609001217558e-07,5.01393582722465e-05,0.999949860641728
"314",11.3,"Plain",1.78131921260908e-11,1.77480450225914e-06,2.37509228347878e-11,4.43701125564786e-07,4.43718938756912e-07,4.01452148425192e-05,0.999959854785157
"315",11.4,"Plain",1.02300177484133e-11,1.27557022804098e-06,1.36400236645511e-11,3.18892557010245e-07,3.18902787027994e-07,3.20787969391918e-05,0.999967921203061
"316",11.5,"Plain",5.83689113068845e-12,9.12638297433152e-07,7.78252150758461e-12,2.28159574358288e-07,2.28165411249419e-07,2.55818403794248e-05,0.999974418159621
"317",11.6,"Plain",3.30869983178942e-12,6.50030099545046e-07,4.41159977571922e-12,1.62507524886261e-07,1.62510833586093e-07,2.03598723775949e-05,0.999979640127622
"318",11.7,"Plain",1.86338981088244e-12,4.60902121796394e-07,2.48451974784325e-12,1.15225530449099e-07,1.1522739383891e-07,1.61714133141595e-05,0.999983828586686
"319",11.8,"Plain",1.0426069944251e-12,3.25330222692394e-07,1.39014265923347e-12,8.13325556730986e-08,8.1333598280093e-08,1.28188966979503e-05,0.999987181103302
"320",11.9,"Plain",5.79572969599806e-13,2.28602289767121e-07,7.72763959466409e-13,5.71505724417804e-08,5.715115201475e-08,1.01410548898511e-05,0.99998985894511
"321",12,"Plain",3.20085633059049e-13,1.59910582201144e-07,4.26780844078732e-13,3.9977645550286e-08,3.99779656359191e-08,8.00655130814014e-06,0.999991993448692
"322",12.1,"Plain",1.75628426758006e-13,1.11356172584417e-07,2.34171235677342e-13,2.78390431461043e-08,2.78392187745311e-08,6.30866936965491e-06,0.99999369133063
"323",12.2,"Plain",9.57401296552868e-14,7.71954759176482e-08,1.27653506207049e-13,1.9298868979412e-08,1.92989647195417e-08,4.96089458924926e-06,0.999995039105411
"324",12.3,"Plain",5.18517934285953e-14,5.32733325551653e-08,6.91357245714604e-14,1.33183331387913e-08,1.33183849905848e-08,3.89324932904786e-06,0.999996106750671
"325",12.4,"Plain",2.7899994889583e-14,3.65989262529245e-08,3.71999931861107e-14,9.14973156323112e-09,9.14975946322601e-09,3.04925992882288e-06,0.999996950740071
"326",12.5,"Plain",1.4914717641178e-14,2.50303709380623e-08,1.98862901882374e-14,6.25759273451556e-09,6.2576076492332e-09,2.38345362592454e-06,0.999997616546374
"327",12.6,"Plain",7.92130104471269e-15,1.70414556975718e-08,1.05617347262836e-14,4.26036392439295e-09,4.26037184569399e-09,1.8592980452443e-06,0.999998140701955
"328",12.7,"Plain",4.17973330914895e-15,1.15501216045872e-08,5.57297774553194e-15,2.88753040114681e-09,2.88753458088012e-09,1.44750935168886e-06,0.999998552490648
"329",12.8,"Plain",2.19114539430561e-15,7.79303965489472e-09,2.92152719240748e-15,1.94825991372368e-09,1.94826210486907e-09,1.12466663947809e-06,0.999998875333361
"330",12.9,"Plain",1.14120690579414e-15,5.23440929224055e-09,1.52160920772552e-15,1.30860232306014e-09,1.30860346426704e-09,8.72079997459992e-07,0.999999127920002
"331",13,"Plain",5.9051122352987e-16,3.50000716176618e-09,7.87348298039827e-16,8.75001790441544e-10,8.75002380952767e-10,6.74868133372252e-07,0.999999325131867
"332",13.1,"Plain",3.03572545634678e-16,2.32975713472316e-09,4.04763394179571e-16,5.8243928368079e-10,5.82439587253335e-10,5.21208640824474e-07,0.999999478791359
"333",13.2,"Plain",1.55048439333108e-16,1.54380637666149e-09,2.06731252444144e-16,3.85951594165373e-10,3.85951749213812e-10,4.01730111727549e-07,0.999999598269888
"334",13.3,"Plain",7.86761095613892e-17,1.01839315857105e-09,1.04901479415186e-16,2.54598289642763e-10,2.54598368318873e-10,3.0902047833571e-07,0.999999690979522
"335",13.4,"Plain",3.96633072672314e-17,6.68772764689679e-10,5.28844096896419e-17,1.6719319117242e-10,1.67193230835727e-10,2.37230341617131e-07,0.999999762769658
"336",13.5,"Plain",1.98657764019304e-17,4.37202006476331e-10,2.64877018692405e-17,1.09300501619083e-10,1.09300521484859e-10,1.81753720220652e-07,0.99999981824628
"337",13.6,"Plain",9.88536551680099e-18,2.84528763829182e-10,1.31804873557346e-17,7.11321909572956e-11,7.11322008426611e-11,1.38971737127418e-07,0.999999861028263
"338",13.7,"Plain",4.88709174519812e-18,1.84336216893455e-10,6.51612232693083e-18,4.60840542233638e-11,4.60840591104556e-11,1.06047336964928e-07,0.999999893952663
"339",13.8,"Plain",2.40037349494623e-18,1.18887344372705e-10,3.20049799326163e-18,2.97218360931764e-11,2.97218384935499e-11,8.07612724047049e-08,0.999999919238728
"340",13.9,"Plain",1.17132583904037e-18,7.63310162890706e-11,1.56176778538717e-18,1.90827540722676e-11,1.90827552435935e-11,6.13813793704457e-08,0.999999938618621
"341",14,"Plain",5.67867737423403e-19,4.87873159483584e-11,7.57156983231204e-19,1.21968289870896e-11,1.21968295549573e-11,4.65586351653653e-08,0.999999953441365
"342",14.1,"Plain",2.73518835012035e-19,3.10422555418138e-11,3.64691780016047e-19,7.76056388545346e-12,7.76056415897229e-12,3.52447102309965e-08,0.99999996475529
"343",14.2,"Plain",1.30887403107394e-19,1.96625606938707e-11,1.74516537476525e-19,4.91564017346766e-12,4.91564030435507e-12,2.6626725106683e-08,0.999999973373275
"344",14.3,"Plain",6.22270244911007e-20,1.23984485827912e-11,8.29693659881342e-20,3.09961214569779e-12,3.09961220792482e-12,2.00757450664325e-08,0.999999979924255
"345",14.4,"Plain",2.93921116838466e-20,7.78278578629163e-12,3.91894822451288e-20,1.94569644657291e-12,1.94569647596502e-12,1.51062162299846e-08,0.999999984893784
"346",14.5,"Plain",1.37928214486616e-20,4.86343674235195e-12,1.83904285982155e-20,1.21585918558799e-12,1.21585919938081e-12,1.1344094329085e-08,0.999999988655906
