"","theta","phys","Ppu","Ps","Pu","Pps","PpAll","PsiU","PsiS"
"621",-3.1,"Ridge",0.000672792983846646,0.000457777909049796,0.000991484397247688,0.000147142899337434,0.00081993588318408,0.820543407899127,0.179456592100873
"622",-3,"Ridge",0.000778896573458104,0.000506231323330709,0.00114784758193826,0.000162717211070585,0.00094161378452869,0.827193257209981,0.172806742790018
"623",-2.9,"Ridge",0.000899854308117395,0.000559300669668928,0.00132610108564669,0.000179775215250727,0.00107962952336812,0.83348434684346,0.16651565315654
"624",-2.8,"Ridge",0.00103742969425744,0.000617367562976681,0.00152884375995834,0.000198439573813933,0.00123586926807138,0.839433199820879,0.160566800179121
"625",-2.7,"Ridge",0.00119354615066251,0.000680838989561624,0.0017589101167658,0.000218841103787665,0.00141238725445017,0.845055877488177,0.154944122511823
"626",-2.6,"Ridge",0.00137029421980791,0.000750148373950812,0.00201938095550639,0.000241119120198475,0.00161141334000638,0.850367925961491,0.149632074038509
"627",-2.5,"Ridge",0.00156993800354199,0.000825756628745174,0.00231359284732504,0.000265421773525235,0.00183535977706723,0.855384335626359,0.144615664373641
"628",-2.4,"Ridge",0.00179492062025058,0.000908153179704382,0.00264514617721138,0.000291906379190694,0.00208682699944128,0.860119511934219,0.139880488065781
"629",-2.3,"Ridge",0.00204786846568838,0.000997856957631112,0.00301791142311972,0.000320739736381429,0.00236860820206981,0.864587255882526,0.135412744117474
"630",-2.2,"Ridge",0.00233159404638126,0.00109541734799349,0.00343603333150922,0.000352098433283622,0.00268369247966488,0.868800752712326,0.131199247287674
"631",-2.1,"Ridge",0.00264909714340795,0.00120141508860025,0.00390393263239066,0.000386169135621509,0.00303526627902946,0.872772567504361,0.127227432495639
"632",-2,"Ridge",0.00300356405599989,0.00131646310503112,0.00442630492463142,0.000423148855188575,0.00342671291118847,0.876514646497825,0.123485353502175
"633",-1.9,"Ridge",0.00339836466930474,0.00144120727293165,0.00500811635476488,0.000463245194870887,0.00386160986417563,0.880038323092025,0.119961676907975
"634",-1.8,"Ridge",0.00383704708940382,0.00157632709571355,0.00565459571070037,0.000506676566479356,0.00434372365588318,0.88335432761863,0.11664567238137
"635",-1.7,"Ridge",0.00432332959180724,0.00172253628566716,0.00637122255634752,0.000553672377535873,0.00487700196934312,0.886472800089837,0.113527199910163
"636",-1.6,"Ridge",0.00486108963769958,0.00188058323599792,0.00716371104503096,0.00060447318299933,0.00546556282069891,0.88940330523508,0.11059669476492
"637",-1.5,"Ridge",0.00545434972566838,0.00205125137085396,0.00803798906940603,0.000659330797774486,0.00611368052344286,0.892154849235859,0.107845150764141
"638",-1.4,"Ridge",0.0061072598659487,0.00223535936002361,0.00900017243402967,0.000718508365721875,0.00682576823167058,0.894735897654992,0.105264102345008
"639",-1.3,"Ridge",0.00682407648972403,0.0024337611846596,0.0100565337743302,0.000782280380783443,0.00760635687050747,0.897154394133594,0.102845605866406
"640",-1.2,"Ridge",0.0076091376380095,0.0026473460401398,0.0112134659928561,0.000850932655759222,0.00846007029376872,0.899417779496941,0.100582220503059
"641",-1.1,"Ridge",0.00846683431326542,0.00287703806201068,0.0124774400406017,0.000924762234217719,0.00939159654748314,0.901533010969733,0.0984669890302673
"642",-1,"Ridge",0.00940157792218943,0.00312379586088932,0.0138549569379634,0.00100407724100014,0.0104056551631896,0.903506581252846,0.0964934187471541
"643",-0.899999999999999,"Ridge",0.0104177637900009,0.00338861185223063,0.0153524940063171,0.00108919666678842,0.0115069604567893,0.905344537258249,0.0946554627417505
"644",-0.799999999999997,"Ridge",0.0115197307847021,0.00367251136700783,0.0169764453669294,0.00118045008225252,0.0127001808669546,0.907052498336933,0.0929475016630671
"645",-0.699999999999999,"Ridge",0.012711717153844,0.00397655152961444,0.0187330568582964,0.00127817727737607,0.0139898944312201,0.908635673867297,0.0913643261327025
"646",-0.599999999999998,"Ridge",0.0139978127456274,0.00430181988968279,0.0206283556251351,0.00138272782168375,0.0153805405673112,0.910098880099018,0.0899011199009817
"647",-0.5,"Ridge",0.0153819078599429,0.00464943279503495,0.0226680747409685,0.00149446054126124,0.0168763684012041,0.911446556170544,0.0885534438294559
"648",-0.399999999999999,"Ridge",0.0168676390522225,0.00502053349364463,0.0248575733401174,0.00161374290867149,0.018481381960894,0.912682779237715,0.0873172207622847
"649",-0.299999999999997,"Ridge",0.0184583322925765,0.00541628995329701,0.027201752852218,0.00174095034213118,0.0201992826347077,0.913811278666908,0.0861887213330917
"650",-0.199999999999999,"Ridge",0.0201569439633105,0.00583789238859599,0.0297049700511944,0.00187646541062014,0.0220334093739306,0.914835449259145,0.0851645507408548
"651",-0.0999999999999979,"Ridge",0.0219660002580638,0.00628655048608558,0.0323709477487256,0.00202067694195608,0.0239866772000199,0.915758363482108,0.084241636517892
"652",0,"Ridge",0.0238875356238735,0.00676349031952956,0.0352026840772873,0.00217397903127736,0.0260615146551509,0.916582782695338,0.0834172173046622
"653",0.100000000000001,"Ridge",0.0259230309617174,0.0072699509488328,0.0382023614172677,0.00233676994783911,0.0282598009095565,0.917311167360387,0.0826888326396135
"654",0.200000000000003,"Ridge",0.0280733523697122,0.00780718069768656,0.0413712561237865,0.00250945093854211,0.0305828033082544,0.917945686232602,0.0820543137673977
"655",0.300000000000001,"Ridge",0.030338691274299,0.00837643310678108,0.0447096502989669,0.00269242492717963,0.0330311162014786,0.918488224534807,0.0815117754651933
"656",0.400000000000002,"Ridge",0.0327185068465668,0.00897896256134595,0.0482167469317826,0.00288609510900405,0.0356046019555708,0.918940391115579,0.0810596088844208
"657",0.5,"Ridge",0.0352114716415459,0.00961601959384922,0.0518905897875413,0.00309086344088011,0.038302335082426,0.919303524596382,0.0806964754036175
"658",0.600000000000001,"Ridge",0.0378154214261084,0.0102888458649041,0.0557279894700545,0.00330712902800487,0.0411225504541133,0.919578698512507,0.0804213014874927
"659",0.700000000000003,"Ridge",0.0405273101744505,0.010998668827786,0.0597244570991902,0.00353528640893121,0.0440625965833817,0.919766725452931,0.0802332745470691
"660",0.800000000000001,"Ridge",0.0433431712076026,0.0117466960844494,0.0638741470427828,0.00377572374143015,0.0471188949490327,0.919868160203794,0.080131839796206
"661",0.900000000000002,"Ridge",0.0462580854338253,0.0125341094435304,0.0681698101130057,0.00402882089256333,0.0502869063263886,0.919883301899422,0.0801166981005781
"662",1,"Ridge",0.0492661576092196,0.0133620586935278,0.0726027585820078,0.00429494743720536,0.0535611050464249,0.91981219518375,0.0801878048162495
"663",1.1,"Ridge",0.0523605014818237,0.0142316551071419,0.0771628442890033,0.00457446057015276,0.0569349620519765,0.919654630383758,0.0803453696162419
"664",1.2,"Ridge",0.0555332346076631,0.0151439646956084,0.0818384510007666,0.00486770293787412,0.0604009375455372,0.919410142695148,0.080589857304852
"665",1.3,"Ridge",0.0587754835338433,0.0161000012347732,0.0866165020498743,0.00517500039689138,0.0639504839307347,0.919078010379148,0.080921989620852
"666",1.4,"Ridge",0.0620773999323915,0.0171007190875874,0.0914824841108927,0.00549665970672451,0.067574059639116,0.918657251967992,0.0813427480320082
"667",1.5,"Ridge",0.0654281881401699,0.0181470058506395,0.0964204877855136,0.00583296616627699,0.0712611543064469,0.918146622475504,0.0818533775244964
"668",1.6,"Ridge",0.068816144416239,0.0192396748552634,0.10141326545551,0.00618418120347751,0.0750003256197165,0.917544608608315,0.0824553913916846
"669",1.7,"Ridge",0.0722287080703644,0.0203794575566287,0.106442306630011,0.00655053992891638,0.0787792479992808,0.916849422972707,0.0831505770272926
"670",1.8,"Ridge",0.0756525244472233,0.0215669958470242,0.111487930764329,0.00693224866511492,0.0825847731123382,0.916058997271989,0.0839410027280106
"671",1.9,"Ridge",0.0790735195728562,0.0228028343322352,0.116529397265262,0.00732948246393273,0.0864030020367889,0.915170974489845,0.0848290255101549
"672",2,"Ridge",0.0824769860860085,0.0240874126124872,0.121545032126749,0.00774238262544232,0.0902193687114508,0.914182700056295,0.0858172999437054
"673",2.1,"Ridge",0.085847679890432,0.0254210576118307,0.126512370364847,0.00817105423237415,0.0940187341228061,0.913091211995035,0.0869087880049652
"674",2.2,"Ridge",0.089169926778402,0.0268039760020553,0.131408313147119,0.00861556371494633,0.0977854904933484,0.911893230054081,0.0881067699459194
"675",2.3,"Ridge",0.0924277380942714,0.0282362467692206,0.136209298244189,0.00907593646153518,0.101503674555807,0.910585143826047,0.089414856173953
"676",2.4,"Ridge",0.0956049343334614,0.029717813972632,0.140891482175627,0.00955215449120314,0.105157088824665,0.909162999870317,0.090837000129683
"677",2.5,"Ridge",0.0986852754105477,0.0312484797475592,0.145430932183965,0.0100441542045726,0.10872942961512,0.907622487856997,0.0923775121430033
"678",2.6,"Ridge",0.101652596183585,0.0328278976041564,0.149803825954757,0.0105518242299074,0.112204420413493,0.905958925762264,0.094041074237736
"679",2.7,"Ridge",0.104490945693882,0.034455566075871,0.153986656812036,0.01107500338153,0.115565949075412,0.904167244156814,0.0958327558431858
"680",2.8,"Ridge",0.107184728474188,0.0361308227711028,0.157956441961961,0.0116134787478545,0.118798207222042,0.902241969643969,0.097758030356031
"681",2.9,"Ridge",0.109718846196452,0.0378528388819662,0.161690931236876,0.0121669839263463,0.121885830122798,0.900177207522086,0.0998227924779135
"682",3,"Ridge",0.112078837875192,0.0396206142037025,0.16516881371081,0.0127351974226187,0.124814035297811,0.897966623767655,0.102033376232345
"683",3.1,"Ridge",0.114251016816043,0.0414329727175703,0.168369919518379,0.0133177412306476,0.12756875804669,0.895603426461412,0.104396573538588
"684",3.2,"Ridge",0.116222602502294,0.0432885587888813,0.171275414213907,0.0139141796107118,0.130136782113006,0.893080346810564,0.106919653189436
"685",3.3,"Ridge",0.117981845646093,0.0451858340302606,0.1738679830574,0.0145240180811552,0.132505863727248,0.890389619956354,0.109610380043646
"686",3.4,"Ridge",0.11951814469528,0.047123074878159,0.176132002708833,0.0151467026394083,0.134664847334688,0.887522965798464,0.112477034201536
"687",3.5,"Ridge",0.120822152181186,0.0490983709281501,0.178053697951222,0.0157816192269054,0.136603771408092,0.884471570116763,0.115528429883237
"688",3.6,"Ridge",0.121885869415707,0.0511096240715931,0.1796212812442,0.0164280934515835,0.13831396286729,0.881226066327476,0.118773933672524
"689",3.7,"Ridge",0.122702728195883,0.0531545484728424,0.180825073130775,0.0170853905805565,0.13978811877644,0.877776518275628,0.122223481724372
"690",3.8,"Ridge",0.123267658348541,0.0552306714223515,0.181657601776797,0.0177527158143273,0.141020374162868,0.874112404539331,0.125887595460669
"691",3.9,"Ridge",0.123577140143264,0.0573353350967517,0.182113680211126,0.0184292148525274,0.142006354995792,0.870222604804739,0.129777395195261
"692",4,"Ridge",0.123629240815702,0.0594656992523225,0.182190460149455,0.0191139747596751,0.142743215575377,0.866095388963815,0.133904611036185
"693",4.1,"Ridge",0.123423634670978,0.0616187448732151,0.181887461620389,0.0198060251378192,0.143229659808797,0.86171840969071,0.13828159030929
"694",4.2,"Ridge",0.122961606474679,0.0637912787903834,0.181206577962685,0.0205043396111947,0.143465946085873,0.857078699366597,0.142921300633403
"695",4.3,"Ridge",0.122246038082005,0.0659799392814408,0.18015205612085,0.0212078376261774,0.143453875708183,0.852162672346902,0.147837327653098
"696",4.4,"Ridge",0.121281378499788,0.0681812026556411,0.178730452526003,0.0219153865678846,0.143196765067672,0.846956133698077,0.153043866301923
"697",4.5,"Ridge",0.120073597816461,0.0703913908219065,0.176950565203206,0.0226258041927556,0.142699402009217,0.841444295672001,0.158555704327999
"698",4.6,"Ridge",0.118630125667425,0.0726066798313497,0.174823343088836,0.0233378613743624,0.141967987041787,0.835611803332162,0.164388196667838
"699",4.7,"Ridge",0.116959775123074,0.0748231093791012,0.172361773865583,0.0240502851575683,0.141010060280643,0.829442770893774,0.170557229106226
"700",4.8,"Ridge",0.115072653090269,0.0770365932435065,0.169580751922502,0.0247617621139842,0.139834415204254,0.822920830485005,0.177079169514995
"701",4.9,"Ridge",0.112980058501322,0.0792429306339608,0.166496928317738,0.0254709419894874,0.13845100049081,0.816029195172352,0.183970804827648
"702",5,"Ridge",0.110694369724727,0.0814378184118457,0.163128544857492,0.026176441632379,0.136870811357106,0.808750738211942,0.191249261788058
"703",5.1,"Ridge",0.108228922765955,0.0836168641422925,0.15949525460246,0.026876849188594,0.135105771954549,0.801068090579908,0.198931909420092
"704",5.2,"Ridge",0.105597881932776,0.0857755999278632,0.155617931269354,0.0275707285482418,0.133168610481018,0.792963758886921,0.207036241113079
"705",5.3,"Ridge",0.102816104716093,0.0879094969687897,0.151518470107927,0.0282566240256824,0.131072728741775,0.784420265779692,0.215579734220308
"706",5.4,"Ridge",0.0998990026834939,0.090013980788185,0.147219582901991,0.0289330652533452,0.128832067936839,0.775420314858799,0.224579685141201
"707",5.5,"Ridge",0.0968624001982808,0.0920844470547069,0.142744589765887,0.0295985722675844,0.126460972465865,0.765946981978383,0.234053018021617
"708",5.6,"Ridge",0.0937223927621563,0.0941162779295724,0.138117210386336,0.0302516607630769,0.123974053525233,0.755983934518044,0.244016065481956
"709",5.7,"Ridge",0.0904952067360216,0.0961048588596339,0.13336135729519,0.0308908474905966,0.121386054226618,0.745515679808441,0.254484320191559
"710",5.8,"Ridge",0.0871970621220625,0.0980455957335036,0.128500933653566,0.0315146557714833,0.118711717893546,0.734527843327615,0.265472156672384
"711",5.9,"Ridge",0.0838440399936279,0.0999339323134928,0.123559637885346,0.0321216211007655,0.115965661094393,0.723007476544119,0.276992523455881
"712",6,"Ridge",0.080451956039878,0.101765367852459,0.118560777321925,0.032710296809719,0.113162252849597,0.710943393348717,0.289056606651283
"713",6.1,"Ridge",0.0770362415527845,0.103535474801588,0.11352709281463,0.0332792597576534,0.110315501310438,0.698326532877709,0.301673467122291
"714",6.2,"Ridge",0.0736118330280583,0.105239916512688,0.108480596041349,0.0338271160219355,0.107438949049994,0.685150345186317,0.314849654813683
"715",6.3,"Ridge",0.0701930713824433,0.106874464836802,0.103442420984653,0.0343525065546864,0.10454557793713,0.671411194691134,0.328588805308866
"716",6.4,"Ridge",0.0667936116111748,0.108435017519869,0.0984326907954154,0.0348541127742436,0.101647724385418,0.657108774594038,0.342891225405962
"717",6.5,"Ridge",0.063426343524924,0.109917615295774,0.0934704009840985,0.0353306620593561,0.0987570055842801,0.642246523673659,0.357753476326341
"718",6.6,"Ridge",0.0601033240188509,0.111318458577521,0.0885733196067277,0.0357809331142031,0.0958842571330541,0.626832034954897,0.373167965045102
"719",6.7,"Ridge",0.0568357211410094,0.112633923648319,0.0837579048393822,0.0362037611726739,0.0930394823136833,0.610877443937052,0.389122556062948
"720",6.8,"Ridge",0.0536337700465819,0.113860578256259,0.079039240068647,0.0365980430109403,0.0902318130575222,0.594399782395935,0.405600217604065
"721",6.9,"Ridge",0.0505067407513641,0.114995196518785,0.0744309863704313,0.0369627417381808,0.0874694824895449,0.577421282415854,0.422578717584146
"722",7,"Ridge",0.0474629174353145,0.116034773046495,0.0699453520099372,0.0372968913363734,0.0847598087716879,0.559969614409612,0.440030385590388
"723",7.1,"Ridge",0.0445095888972378,0.116976536199792,0.0655930783748768,0.0375996009213617,0.0821091898185996,0.542078042610955,0.457921957389045
"724",7.2,"Ridge",0.0416530496268077,0.117817960396591,0.0613834415552956,0.0378700586989042,0.0795231083257119,0.523785482028753,0.476214517971248
"725",7.3,"Ridge",0.0388986108417307,0.11855677739462,0.0573242686088663,0.0381075355911278,0.0770061464328585,0.505136442266285,0.494863557733715
"726",7.4,"Ridge",0.0362506207371101,0.119190986477795,0.053421967402057,0.0383113885107198,0.0745620092478299,0.486180846020659,0.513819153979341
"727",7.5,"Ridge",0.0337124931117127,0.119718863482649,0.0496815687962082,0.0384810632622801,0.0721935563739928,0.466973713513543,0.533026286486457
"728",7.6,"Ridge",0.0312867434722119,0.120138968607828,0.0461067798537859,0.0386160970525162,0.069902840524728,0.447574708514802,0.552425291485198
"729",7.7,"Ridge",0.0289750316715165,0.120450152957146,0.0427000466738138,0.0387161205933683,0.0676911522648848,0.428047546865995,0.571952453134005
"730",7.8,"Ridge",0.0267782101105449,0.120651563774587,0.0394626254260661,0.0387808597846887,0.0655590698952335,0.408459274259652,0.591540725740348
"731",7.9,"Ridge",0.0246963765235075,0.120742648337871,0.0363946601399058,0.0388101369657443,0.0635065134892518,0.388879426166062,0.611120573833938
"732",8,"Ridge",0.0227289303738466,0.120723156485696,0.0334952658140897,0.0388038717275453,0.0615328021013919,0.369379088837764,0.630620911162236
"733",8.1,"Ridge",0.0208746319101179,0.120593141762493,0.0307626154464896,0.0387620812808015,0.0596367131909194,0.350029885840463,0.649970114159537
"734",8.2,"Ridge",0.0191316629667842,0.120352961173353,0.028194029635261,0.0386848803771493,0.0578165433439335,0.330902919134678,0.669097080865322
"735",8.3,"Ridge",0.0174976886424169,0.120003273550704,0.0257860674730354,0.0385724807841548,0.0560701694265716,0.312067696983357,0.687932303016643
"736",8.4,"Ridge",0.0159699190454102,0.119545036543189,0.0235346175406044,0.0384251903174536,0.0543951093628638,0.293591082589366,0.706408917410634
"737",8.5,"Ridge",0.0145451703631415,0.118979502246017,0.0214349879035769,0.0382434114362196,0.0527885817993611,0.275536297194435,0.724463702805565
"738",8.6,"Ridge",0.0132199245827048,0.118308211500672,0.0194819941218807,0.0380276394109304,0.0512475639936351,0.25796200936198,0.74203799063802
"739",8.7,"Ridge",0.0119903872680828,0.117532986900329,0.0176700443950694,0.0377784600751057,0.0497688473431885,0.240921538435506,0.759078461564494
"740",8.8,"Ridge",0.0108525428781273,0.116655924545381,0.015993221083556,0.0374965471753011,0.0483490900534284,0.224462194968604,0.775537805031395
"741",8.9,"Ridge",0.00980220719033262,0.115679384601303,0.0144453579647007,0.0371826593361332,0.0469848665264659,0.208624774634854,0.791375225365146
"742",9,"Ridge",0.00883507647557218,0.114605980718348,0.0130201127008432,0.0368376366594691,0.0456727131350413,0.193443215196114,0.806556784803886
"743",9.1,"Ridge",0.0079467731473239,0.113438568379461,0.0117110341118457,0.0364623969791126,0.0444091701264365,0.178944419017487,0.821055580982513
"744",9.2,"Ridge",0.00713288768422854,0.112180232249093,0.0105116239557052,0.0360579317943512,0.0431908194785798,0.165148236832275,0.834851763167725
"745",9.3,"Ridge",0.00638901669603671,0.110834272601318,0.00941539302573832,0.0356253019075665,0.0420143186036032,0.152067602388505,0.847932397611495
"746",9.4,"Ridge",0.00571079706925494,0.10940419091079,0.00841591147048096,0.0351656327927541,0.040876429862009,0.139708802567482,0.860291197432518
"747",9.5,"Ridge",0.0050939361894063,0.107893674694487,0.00750685333175666,0.0346801097232281,0.0397740459126344,0.128071863762499,0.871928136237501
"748",9.6,"Ridge",0.00453423829127588,0.106306581695973,0.00668203537661708,0.0341699726879913,0.0387042109792672,0.117151032834767,0.882848967165233
"749",9.7,"Ridge",0.00402762703648685,0.104646923506943,0.00593545036955957,0.0336365111272315,0.0376641381637184,0.106935329808413,0.893064670191587
"750",9.8,"Ridge",0.00357016445907652,0.102918848723127,0.0052612949923233,0.0330810585181479,0.0366512229772244,0.097409149519924,0.902590850480076
"751",9.9,"Ridge",0.00315806645439724,0.101126625733217,0.00465399266963804,0.0325049868428197,0.0356630532972169,0.0885528905244826,0.911447109475518
"752",10,"Ridge",0.00278771501476519,0.0992746252403053,0.00410821160070659,0.0319097009700981,0.0346974159848633,0.0803435914646013,0.919656408535399
"753",10.1,"Ridge",0.00245566743705026,0.0973673026154384,0.0036188783282846,0.0312966329835338,0.033752300420584,0.0727555575901624,0.927244442409838
"754",10.2,"Ridge",0.00215866274317202,0.0954091801822603,0.00318118720046403,0.0306672364871551,0.0328258992303271,0.0657609629526213,0.934239037047379
"755",10.3,"Ridge",0.00189362556464538,0.0934048295303912,0.00279060609526687,0.0300229809204829,0.0319166064851283,0.0593304167699571,0.940669583230043
"756",10.4,"Ridge",0.00165766774737859,0.0913588539531736,0.00244287878561056,0.0293653459135201,0.0310230136608987,0.0534334853956472,0.946566514604353
"757",10.5,"Ridge",0.00144808793337869,0.0892758711027516,0.00213402432287386,0.0286958157115987,0.0301439036449774,0.0480391640855039,0.951960835914496
"758",10.6,"Ridge",0.0012623693724099,0.0871604959521577,0.00186033381197249,0.0280158736989078,0.0292782430713178,0.0431162952413144,0.956883704758686
"759",10.7,"Ridge",0.00109817620953854,0.0850173241502181,0.00161836494037259,0.0273269970482844,0.0284251732578229,0.038633931958051,0.961366068041949
"760",10.8,"Ridge",0.000953348484437145,0.0828509158506757,0.00140493460864421,0.0266306515234315,0.0275840000078686,0.0345616474827869,0.965438352517213
"761",10.9,"Ridge",0.000825896065860731,0.0806657800920438,0.00121710999179476,0.0259282864581569,0.0267541825240177,0.0308697926060462,0.969130207393954
"762",11,"Ridge",0.000713991730369101,0.0784663597993676,0.00105219833949131,0.025221329935511,0.0259353216658801,0.0275297040679627,0.972470295932037
"763",11.1,"Ridge",0.000615963578645747,0.0762570174733564,0.000907735800109523,0.0245111841878646,0.0251271477665103,0.0245138678042364,0.975486132195764
"764",11.2,"Ridge",0.000530286966111212,0.0740420216263108,0.000781475529005996,0.0237992212370285,0.0243295082031397,0.0217960413208344,0.978203958679166
"765",11.3,"Ridge",0.000455576107360137,0.0718255340179522,0.000671375316109676,0.0230867787914846,0.0235423548988448,0.0193513397159131,0.980648660284087
"766",11.4,"Ridge",0.000390575496635746,0.069611597737744,0.000575584942410573,0.0223751564157034,0.0227657319123392,0.0171562899071148,0.982843710092885
"767",11.5,"Ridge",0.000334151269414077,0.0674041261736126,0.000492433449662851,0.0216656119843755,0.0219997632537896,0.0151888575144789,0.984811142485521
"768",11.6,"Ridge",0.000285282613477158,0.0652068929002102,0.000420416483018969,0.0209593584322104,0.0212446410456876,0.0134284506320273,0.986571549367973
"769",11.7,"Ridge",0.000243053321836926,0.0630235225130543,0.000358183842707048,0.0202575608077675,0.0205006141296044,0.0118559044280502,0.98814409557195
"770",11.8,"Ridge",0.000206643564712045,0.0608574824280897,0.000304527358523013,0.0195613336376003,0.0197679772023123,0.0104534501733376,0.989546549826662
"771",11.9,"Ridge",0.000175321943597996,0.0587120756595098,0.000258369180039152,0.0188717386048424,0.0190470605484404,0.00920467193098472,0.990795328069015
"772",12,"Ridge",0.000148437877407162,0.0565904345820878,0.000218750556178976,0.0181897825442425,0.0183382204216497,0.00809445376891207,0.991905546231088
"773",12.1,"Ridge",0.000125414358754766,0.0544955156778541,0.000184821160270182,0.0175164157535959,0.0176418301123507,0.00710891999050406,0.992891080009496
"774",12.2,"Ridge",0.000105741107761403,0.0524300952607731,0.000155829000911542,0.0168525306195342,0.0169582717272956,0.00623537052960445,0.993764629470396
"775",12.3,"Ridge",8.89681412381842e-05,0.0503967661671414,0.000131110944982587,0.016198960553724,0.0162879286949622,0.00546221333015178,0.994537786669848
"776",12.4,"Ridge",7.4699766797627e-05,0.0483979353938095,0.000110083866859661,0.0155564792337245,0.0156311790005221,0.00477889523209553,0.995221104767904
"777",12.5,"Ridge",6.25890042536121e-05,0.0464358226610417,9.22364273211125e-05,0.0149258001410491,0.0149883891453027,0.00417583261595707,0.995824167384043
"778",12.6,"Ridge",5.23324305826321e-05,0.0445124598719091,7.71214766480894e-05,0.0143075763873993,0.014359908817982,0.00364434281902261,0.996355657180977
"779",12.7,"Ridge",4.36654396493475e-05,0.0426296914355816,6.43490689569332e-05,0.0137024008185798,0.0137460662582291,0.00317657712607103,0.996823422873929
"780",12.8,"Ridge",3.63579037765671e-05,0.0407891754177737,5.3580068723362e-05,0.0131108063842844,0.013147164288061,0.002765455955364,0.997234544044636
"781",12.9,"Ridge",3.02102209814526e-05,0.0389923854779116,4.45203256568775e-05,0.0125332667607573,0.0125634769817387,0.00240460670444684,0.997595393295553
"782",13,"Ridge",2.50497292212302e-05,0.0372406135493502,3.69153904312866e-05,0.0119701972122911,0.0119952469415124,0.00208830458792305,0.997911695412077
"783",13.1,"Ridge",2.07274672071036e-05,0.0355349732161774,3.05457411473106e-05,0.0114219556766284,0.0114426831438355,0.00181141668842504,0.998188583311575
"784",13.2,"Ridge",1.711526016957e-05,0.0338764037377992,2.52224886709453e-05,0.0108888440585783,0.0109059593187479,0.00156934935014364,0.998430650649856
"785",13.3,"Ridge",1.4103108309744e-05,0.0322656746706217,2.07835280354122e-05,0.010371109715557,0.0103852128238667,0.001357998969201,0.998642001030799
"786",13.4,"Ridge",1.15968554712213e-05,0.0307033910346975,1.70901027996945e-05,0.00986894711829561,0.00988054397376683,0.0011737061746814,0.998826293825319
"787",13.5,"Ridge",9.51611574199485e-06,0.0291899989722111,1.40237495145187e-05,0.00938249966963929,0.00939201578538129,0.00101321334625595,0.998986786653744
"788",13.6,"Ridge",7.79243617804713e-06,0.027725791844101,1.14835901571221e-05,0.00891186166417533,0.00891965410035338,0.000873625377214841,0.999126374622785
"789",13.7,"Ridge",6.367674567549e-06,0.0263109167109504,9.38394146796694e-06,0.00845708037137691,0.00846344804594446,0.000752373563703776,0.999247626436296
"790",13.8,"Ridge",5.1925720714486e-06,0.0249453811445134,7.65221147371372e-06,0.00801815822502215,0.0080233507970936,0.000647182480582747,0.999352817519417
"791",13.9,"Ridge",4.22550163323694e-06,0.0236290603168404,6.22705503845443e-06,0.00759505510184156,0.00759928060347479,0.000556039690297107,0.999443960309703
"792",14,"Ridge",3.43137420467376e-06,0.0223617043149167,5.05676198583501e-06,0.00718769067265179,0.00719112204685647,0.000477168122347993,0.999522831877652
"793",14.1,"Ridge",2.78068604805212e-06,0.0211429456300014,4.09785312344523e-06,0.00679594680964331,0.00679872749569136,0.000409000956401673,0.999590999043598
"794",14.2,"Ridge",2.24869161763937e-06,0.0199723067724207,3.31386133125802e-06,0.00641967003399237,0.00642191872561001,0.000350158840950727,0.999649841159049
"795",14.3,"Ridge",1.81468776701674e-06,0.0188492079644071,2.67427670928782e-06,0.00605867398855942,0.00606048867632644,0.000299429281025686,0.999700570718974
"796",14.4,"Ridge",1.46139625373066e-06,0.0177729748656521,2.15363658444518e-06,0.00571274192110247,0.0057142033173562,0.000255748032152066,0.999744251967848
"797",14.5,"Ridge",1.17443270094834e-06,0.016742846288524,1.73074292771334e-06,0.00538162916416844,0.00538280359686939,0.000218182343051005,0.999781817656949
"798",14.6,"Ridge",9.4185131455474e-07,0.0157579818623692,1.38799141092278e-06,0.00506506559861868,0.00506600744993323,0.000185915896070614,0.999814084103929
"799",14.7,"Ridge",7.53755733650753e-07,0.0148174696089289,1.11079792327479e-06,0.0047627580885843,0.00476351184431795,0.000158235301660865,0.999841764698339
"800",14.8,"Ridge",6.01967406005407e-07,0.0139203333936408,8.87109861481652e-07,0.0044743928765274,0.00447499484393341,0.000134518011081392,0.999865481988919
"801",14.9,"Ridge",4.79743823499256e-07,0.0130655402204214,7.06990897788377e-07,0.00419963792799258,0.00420011767181608,0.000114221519725142,0.999885778480275
"802",15,"Ridge",3.81539823928024e-07,0.0122520073404172,5.6226921420972e-07,0.00393814521656266,0.00393852675638659,9.68737417638032e-05,0.999903126258236
"803",15.1,"Ridge",3.02805964417292e-07,0.0114786091481422,4.46240368614957e-07,0.00368955294047429,0.00368985574643871,8.20644451235113e-05,0.999917935554877
"804",15.2,"Ridge",2.39818699243196e-07,0.0107441838413572,3.53417030463658e-07,0.00345348766329337,0.00345372748199262,6.94376439639742e-05,0.999930562356036
"805",15.3,"Ridge",1.89537753279044e-07,0.0100475398239748,2.79318794305959e-07,0.00322956637199192,0.00322975590974519,5.86848537708836e-05,0.999941315146229
"806",15.4,"Ridge",1.49486674645234e-07,0.00938746183416871,2.20296152108766e-07,0.00301739844669709,0.00301754793337173,4.9539121812127e-05,0.999950460878188
"807",15.5,"Ridge",1.17653080087503e-07,0.00876271678269467,1.73383486444741e-07,0.00281658753729472,0.0028167051903748,4.17697530041641e-05,0.999958230246996
