OBJECTID,CFCA_ID,ACRES_2019,CFCA_ID_1,SiteName,Lake_Wetla,Subsiden_1,FISSURE_V,INVADING_V,EXP_ROOT_V,LEANFALL_V,DEAD_DYE_V,Success,Ridge_or_Plains,Stressed,Ridge,Lon,Lat,WET_NEW,Floodplain,HydroClass,Acres,Classification,Kevin_s_Remark,Kym_s_Kris_s_Lisa_s_Comments,Row,SEQNUM,Column_,ACRES_COMB,XCOORD_UTM,YCOORD_UTM
522,SF-YC,2985.91919,SF-YC,Near Goodman Rd,W,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.62438,28.287969,STRAND SWAMPS,,2D Strands/Sloughs,3338.009918,"Not in Kevin's spreadsheet, but in mine",,Include,243,179425,345,4.5448756,438868.9063,3128151
523,SF-YC,2985.91919,SF-YC,Near Goodman Rd,W,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.62438,28.287969,STRAND SWAMPS,,2D Strands/Sloughs,3338.009918,"Not in Kevin's spreadsheet, but in mine",,Include,242,178685,345,15.1018314,438797.8438,3128327.5
524,SF-YC,2985.91919,SF-YC,Near Goodman Rd,W,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.62438,28.287969,STRAND SWAMPS,,2D Strands/Sloughs,3338.009918,"Not in Kevin's spreadsheet, but in mine",,Include,241,177945,345,12.7774878,438634.0313,3128769
525,SF-YC,2985.91919,SF-YC,Near Goodman Rd,W,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.62438,28.287969,STRAND SWAMPS,,2D Strands/Sloughs,3338.009918,"Not in Kevin's spreadsheet, but in mine",,Include,240,177205,345,14.788867,438838,3129199.75
526,SF-YC,2985.91919,SF-YC,Near Goodman Rd,W,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.62438,28.287969,STRAND SWAMPS,,2D Strands/Sloughs,3338.009918,"Not in Kevin's spreadsheet, but in mine",,Include,239,176465,345,2.3775985,438609.4063,3129409.5
527,SF-YC,2985.91919,SF-YC,Near Goodman Rd,W,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.62438,28.287969,STRAND SWAMPS,,2D Strands/Sloughs,3338.009918,"Not in Kevin's spreadsheet, but in mine",,Include,238,175725,345,0.7376245,438673.1875,3130090.5
528,SF-YC,2985.91919,SF-YC,Near Goodman Rd,W,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.62438,28.287969,STRAND SWAMPS,,2D Strands/Sloughs,3338.009918,"Not in Kevin's spreadsheet, but in mine",,Include,237,174985,345,10.4523106,438742.7188,3130447.5
529,SF-YC,2985.91919,SF-YC,Near Goodman Rd,W,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.62438,28.287969,STRAND SWAMPS,,2D Strands/Sloughs,3338.009918,"Not in Kevin's spreadsheet, but in mine",,Include,236,174245,345,35.8700638,438742.75,3130696
530,SF-YC,2985.91919,SF-YC,Near Goodman Rd,W,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.62438,28.287969,STRAND SWAMPS,,2D Strands/Sloughs,3338.009918,"Not in Kevin's spreadsheet, but in mine",,Include,235,173505,345,35.6688843,438743.7813,3131077.5
531,SF-YC,2985.91919,SF-YC,Near Goodman Rd,W,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.62438,28.287969,STRAND SWAMPS,,2D Strands/Sloughs,3338.009918,"Not in Kevin's spreadsheet, but in mine",,Include,234,172765,345,24.0972824,438647.5,3131371.5
532,SF-YC,2985.91919,SF-YC,Near Goodman Rd,W,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.62438,28.287969,STRAND SWAMPS,,2D Strands/Sloughs,3338.009918,"Not in Kevin's spreadsheet, but in mine",,Include,233,172025,345,30.2599754,438712.8438,3131831.5
533,SF-YC,2985.91919,SF-YC,Near Goodman Rd,W,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.62438,28.287969,STRAND SWAMPS,,2D Strands/Sloughs,3338.009918,"Not in Kevin's spreadsheet, but in mine",,Include,232,171285,345,35.7238007,438743.2813,3132220.75
534,SF-YC,2985.91919,SF-YC,Near Goodman Rd,W,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.62438,28.287969,STRAND SWAMPS,,2D Strands/Sloughs,3338.009918,"Not in Kevin's spreadsheet, but in mine",,Include,231,170545,345,35.8700638,438742.75,3132601
535,SF-YC,2985.91919,SF-YC,Near Goodman Rd,W,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.62438,28.287969,STRAND SWAMPS,,2D Strands/Sloughs,3338.009918,"Not in Kevin's spreadsheet, but in mine",,Include,230,169805,345,35.7467651,438743.3125,3132981.25
536,SF-YC,2985.91919,SF-YC,Near Goodman Rd,W,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.62438,28.287969,STRAND SWAMPS,,2D Strands/Sloughs,3338.009918,"Not in Kevin's spreadsheet, but in mine",,Include,229,169065,345,2.7995865,438872.8438,3133216
537,SF-YC,2985.91919,SF-YC,Near Goodman Rd,W,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.62438,28.287969,STRAND SWAMPS,,2D Strands/Sloughs,3338.009918,"Not in Kevin's spreadsheet, but in mine",,Include,228,168325,345,1.5699446,438609.0938,3133909.5
538,SF-YC,2985.91919,SF-YC,Near Goodman Rd,W,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.62438,28.287969,STRAND SWAMPS,,2D Strands/Sloughs,3338.009918,"Not in Kevin's spreadsheet, but in mine",,Include,227,167585,345,2.6654937,438591.0625,3133991.5
539,SF-YC,2985.91919,SF-YC,Near Goodman Rd,W,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.62438,28.287969,STRAND SWAMPS,,2D Strands/Sloughs,3338.009918,"Not in Kevin's spreadsheet, but in mine",,Include,246,181646,346,0.7039879,439280.5625,3127055.25
540,SF-YC,2985.91919,SF-YC,Near Goodman Rd,W,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.62438,28.287969,STRAND SWAMPS,,2D Strands/Sloughs,3338.009918,"Not in Kevin's spreadsheet, but in mine",,Include,245,180906,346,0.3454127,439291.1563,3127089.5
541,SF-YC,2985.91919,SF-YC,Near Goodman Rd,W,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.62438,28.287969,STRAND SWAMPS,,2D Strands/Sloughs,3338.009918,"Not in Kevin's spreadsheet, but in mine",,Include,244,180166,346,9.0870504,439216.5938,3127629.5
542,SF-YC,2985.91919,SF-YC,Near Goodman Rd,W,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.62438,28.287969,STRAND SWAMPS,,2D Strands/Sloughs,3338.009918,"Not in Kevin's spreadsheet, but in mine",,Include,243,179426,346,15.8482685,439197.6875,3128161.5
543,SF-YC,2985.91919,SF-YC,Near Goodman Rd,W,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.62438,28.287969,STRAND SWAMPS,,2D Strands/Sloughs,3338.009918,"Not in Kevin's spreadsheet, but in mine",,Include,242,178686,346,25.068512,439199.4063,3128398.5
544,SF-YC,2985.91919,SF-YC,Near Goodman Rd,W,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.62438,28.287969,STRAND SWAMPS,,2D Strands/Sloughs,3338.009918,"Not in Kevin's spreadsheet, but in mine",,Include,241,177946,346,18.427433,439226.9063,3128736.75
545,SF-YC,2985.91919,SF-YC,Near Goodman Rd,W,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.62438,28.287969,STRAND SWAMPS,,2D Strands/Sloughs,3338.009918,"Not in Kevin's spreadsheet, but in mine",,Include,240,177206,346,29.1619339,439111.75,3129180.25
546,SF-YC,2985.91919,SF-YC,Near Goodman Rd,W,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.62438,28.287969,STRAND SWAMPS,,2D Strands/Sloughs,3338.009918,"Not in Kevin's spreadsheet, but in mine",,Include,239,176466,346,4.6067057,439253.1875,3129697.5
547,SF-YC,2985.91919,SF-YC,Near Goodman Rd,W,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.62438,28.287969,STRAND SWAMPS,,2D Strands/Sloughs,3338.009918,"Not in Kevin's spreadsheet, but in mine",,Include,238,175726,346,28.7741604,439153.5625,3129943.5
548,SF-YC,2985.91919,SF-YC,Near Goodman Rd,W,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.62438,28.287969,STRAND SWAMPS,,2D Strands/Sloughs,3338.009918,"Not in Kevin's spreadsheet, but in mine",,Include,237,174986,346,18.1269321,439220.8438,3130309.75
549,SF-YC,2985.91919,SF-YC,Near Goodman Rd,W,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.62438,28.287969,STRAND SWAMPS,,2D Strands/Sloughs,3338.009918,"Not in Kevin's spreadsheet, but in mine",,Include,236,174246,346,35.5106926,439124.3438,3130697.75
550,SF-YC,2985.91919,SF-YC,Near Goodman Rd,W,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.62438,28.287969,STRAND SWAMPS,,2D Strands/Sloughs,3338.009918,"Not in Kevin's spreadsheet, but in mine",,Include,235,173506,346,35.8700638,439123.75,3131077
551,SF-YC,2985.91919,SF-YC,Near Goodman Rd,W,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.62438,28.287969,STRAND SWAMPS,,2D Strands/Sloughs,3338.009918,"Not in Kevin's spreadsheet, but in mine",,Include,234,172766,346,32.3350143,439139.0625,3131444.75
552,SF-YC,2985.91919,SF-YC,Near Goodman Rd,W,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.62438,28.287969,STRAND SWAMPS,,2D Strands/Sloughs,3338.009918,"Not in Kevin's spreadsheet, but in mine",,Include,233,172026,346,21.2787056,439123.75,3131707.25
553,SF-YC,2985.91919,SF-YC,Near Goodman Rd,W,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.62438,28.287969,STRAND SWAMPS,,2D Strands/Sloughs,3338.009918,"Not in Kevin's spreadsheet, but in mine",,Include,232,171286,346,32.7199821,439114.5313,3132233.25
554,SF-YC,2985.91919,SF-YC,Near Goodman Rd,W,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.62438,28.287969,STRAND SWAMPS,,2D Strands/Sloughs,3338.009918,"Not in Kevin's spreadsheet, but in mine",,Include,231,170546,346,35.8700638,439123.75,3132601
555,SF-YC,2985.91919,SF-YC,Near Goodman Rd,W,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.62438,28.287969,STRAND SWAMPS,,2D Strands/Sloughs,3338.009918,"Not in Kevin's spreadsheet, but in mine",,Include,230,169806,346,35.8700638,439123.75,3132982
