OBJECTID,CFCA_ID,ACRES_2019,CFCA_ID_1,SiteName,Lake_Wetla,Subsiden_1,FISSURE_V,INVADING_V,EXP_ROOT_V,LEANFALL_V,DEAD_DYE_V,Success,Ridge_or_Plains,Stressed,Ridge,Lon,Lat,WET_NEW,Floodplain,HydroClass,Acres,Classification,Kevin_s_Remark,Kym_s_Kris_s_Lisa_s_Comments,Row,SEQNUM,Column_,ACRES_COMB,XCOORD_UTM,YCOORD_UTM
1178,SJ-EX,69.8250427,SJ-EX,Lake Pleasant,L,NO,NO,YES,NO,NO,NO,YES,Ridge,YES,YES,-81.48147,28.657798,RIDGE MARSH,,2A-X Isolated Ridges,52.89174701,In both spreadsheets,,Include,134,98803,383,1.2780663,453073.8125,3169718.75
1179,SJ-EX,69.8250427,SJ-EX,Lake Pleasant,L,NO,NO,YES,NO,NO,NO,YES,Ridge,YES,YES,-81.48147,28.657798,RIDGE MARSH,,2A-X Isolated Ridges,52.89174701,In both spreadsheets,,Include,133,98063,383,18.0535583,453163.1563,3169988
1180,SJ-EX,69.8250427,SJ-EX,Lake Pleasant,L,NO,NO,YES,NO,NO,NO,YES,Ridge,YES,YES,-81.48147,28.657798,RIDGE MARSH,,2A-X Isolated Ridges,52.89174701,In both spreadsheets,,Include,132,97323,383,9.8646793,453106.6875,3170240.5
1181,SJ-EY,18.205265,SJ-EY,Lake Jackson,L,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.464944,28.667673,RIDGE LAKES,,1F Xeric Lakes,9.01359889,In both spreadsheets,,Include,130,95846,386,6.2165318,454426.375,3171210.5
1182,SJ-EY,18.205265,SJ-EY,Lake Jackson,L,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.464944,28.667673,RIDGE LAKES,,1F Xeric Lakes,9.01359889,In both spreadsheets,,Include,129,95106,386,2.699549,454462.7188,3171303.25
1183,SJ-EY,18.205265,SJ-EY,Lake Jackson,L,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.464944,28.667673,RIDGE LAKES,,1F Xeric Lakes,9.01359889,In both spreadsheets,,Include,130,95847,387,4.2884088,454763.7188,3171159.25
1184,SJ-EY,18.205265,SJ-EY,Lake Jackson,L,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.464944,28.667673,RIDGE LAKES,,1F Xeric Lakes,9.01359889,In both spreadsheets,,Include,129,95107,387,5.0007749,454685.0313,3171363.75
1185,SJ-EZ,101.9584274,SJ-EZ,Lake McCoy,L,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.499793,28.687825,DOME SWAMPS,,1F Xeric Lakes,1.053771607,In both spreadsheets,,Include,125,92136,376,1.5965146,450627.4375,3173136
1186,SJ-EZ,101.9584274,SJ-EZ,Lake McCoy,L,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.499793,28.687825,DOME SWAMPS,,1F Xeric Lakes,1.053771607,In both spreadsheets,,Include,124,91396,376,9.4680529,450678.0313,3173400
1187,SJ-EZ,101.9584274,SJ-EZ,Lake McCoy,L,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.499793,28.687825,DOME SWAMPS,,1F Xeric Lakes,1.053771607,In both spreadsheets,,Include,126,92877,377,10.9422388,451004.1875,3172618.75
1188,SJ-EZ,101.9584274,SJ-EZ,Lake McCoy,L,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.499793,28.687825,DOME SWAMPS,,1F Xeric Lakes,1.053771607,In both spreadsheets,,Include,125,92137,377,18.1033325,451027.375,3172980.5
1189,SJ-EZ,101.9584274,SJ-EZ,Lake McCoy,L,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.499793,28.687825,DOME SWAMPS,,1F Xeric Lakes,1.053771607,In both spreadsheets,,Include,124,91397,377,26.3112526,450976.2188,3173379.5
1190,SJ-EZ,101.9584274,SJ-EZ,Lake McCoy,L,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.499793,28.687825,DOME SWAMPS,,1F Xeric Lakes,1.053771607,In both spreadsheets,,Include,123,90657,377,6.0698161,450945.1875,3173612.25
1191,SJ-EZ,101.9584274,SJ-EZ,Lake McCoy,L,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.499793,28.687825,DOME SWAMPS,,1F Xeric Lakes,1.053771607,In both spreadsheets,,Include,126,92878,378,7.734798,451222.5,3172720.5
1192,SJ-EZ,101.9584274,SJ-EZ,Lake McCoy,L,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.499793,28.687825,DOME SWAMPS,,1F Xeric Lakes,1.053771607,In both spreadsheets,,Include,125,92138,378,7.1198835,451179.5313,3172883.75
1193,SJ-EZ,101.9584274,SJ-EZ,Lake McCoy,L,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.499793,28.687825,DOME SWAMPS,,1F Xeric Lakes,1.053771607,In both spreadsheets,,Include,124,91398,378,2.3309526,451140.8438,3173429.75
1194,SJ-EZ,101.9584274,SJ-EZ,Lake McCoy,L,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.499793,28.687825,DOME SWAMPS,,1F Xeric Lakes,1.053771607,In both spreadsheets,,Include,123,90658,378,5.2142391,451297.125,3173693.5
1195,SJ-EZ,101.9584274,SJ-EZ,Lake McCoy,L,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.499793,28.687825,DOME SWAMPS,,1F Xeric Lakes,1.053771607,In both spreadsheets,,Include,122,89918,378,3.7934258,451195.8125,3174014.25
1196,SJ-EZ,101.9584274,SJ-EZ,Lake McCoy,L,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.499793,28.687825,DOME SWAMPS,,1F Xeric Lakes,1.053771607,In both spreadsheets,,Include,124,91399,379,2.0697746,451757.875,3173458.25
1197,SJ-EZ,101.9584274,SJ-EZ,Lake McCoy,L,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.499793,28.687825,DOME SWAMPS,,1F Xeric Lakes,1.053771607,In both spreadsheets,,Include,123,90659,379,1.1959146,451862.2188,3173624
1198,SJ-EZ,101.9584274,SJ-EZ,Lake McCoy,L,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.499793,28.687825,DOME SWAMPS,,1F Xeric Lakes,1.053771607,In both spreadsheets,,Include,123,90660,380,0.0082353,451889.0938,3173670.25
1199,SJ-FL,23.2269459,SJ-FL,"N of Boch Rd, W of Plymouth Sorrento Rd",W,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.571647,28.782743,BASIN MARSH,,2A-X Isolated Ridges,13.8722405,In both spreadsheets,,Include,96,70659,359,16.2468529,444190.5,3184090.5
1200,SJ-FL,23.2269459,SJ-FL,"N of Boch Rd, W of Plymouth Sorrento Rd",W,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.571647,28.782743,BASIN MARSH,,2A-X Isolated Ridges,13.8722405,In both spreadsheets,,Include,95,69919,359,4.679718,444078.9063,3184273.5
1201,SJ-FL,23.2269459,SJ-FL,"N of Boch Rd, W of Plymouth Sorrento Rd",W,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.571647,28.782743,BASIN MARSH,,2A-X Isolated Ridges,13.8722405,In both spreadsheets,,Include,96,70660,360,2.3003752,444307.1563,3184067.25
1202,SJ-FM,9.4287825,SJ-FM,Round Lake,L,NO,NO,YES,NO,NO,YES,YES,Ridge,YES,YES,-81.593986,28.779517,,,1F Xeric Lakes,0,In both spreadsheets,,Include,97,71393,353,7.8185453,441908.25,3183652.5
1203,SJ-FM,9.4287825,SJ-FM,Round Lake,L,NO,NO,YES,NO,NO,YES,YES,Ridge,YES,YES,-81.593986,28.779517,,,1F Xeric Lakes,0,In both spreadsheets,,Include,97,71394,354,1.6102372,442005.2813,3183644
1204,SJ-FN,17.2695103,SJ-FN,SE of Sheriff training facility off Wadsworth,W,NO,NO,YES,NO,NO,NO,NO,Ridge,YES,YES,-81.614744,28.765387,BASIN MARSH,,2A-X Isolated Ridges,15.3610235,In both spreadsheets,,Include,101,74348,348,12.3665104,439954.8438,3182117.5
1205,SJ-FN,17.2695103,SJ-FN,SE of Sheriff training facility off Wadsworth,W,NO,NO,YES,NO,NO,NO,NO,Ridge,YES,YES,-81.614744,28.765387,BASIN MARSH,,2A-X Isolated Ridges,15.3610235,In both spreadsheets,,Include,101,74349,349,4.9029999,440116.5313,3182014
1206,SJ-FQ,7.0835052,SJ-FQ,Lake Maggiore,L,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.602577,28.736233,RIDGE MARSH,,2A-X Isolated Ridges,4.2969832,In both spreadsheets,,Include,109,80270,350,0.797454,440782.6563,3179195.25
1207,SJ-FQ,7.0835052,SJ-FQ,Lake Maggiore,L,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.602577,28.736233,RIDGE MARSH,,2A-X Isolated Ridges,4.2969832,In both spreadsheets,,Include,109,80271,351,4.9996529,441028.75,3178989
1208,SJ-FQ,7.0835052,SJ-FQ,Lake Maggiore,L,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.602577,28.736233,RIDGE MARSH,,2A-X Isolated Ridges,4.2969832,In both spreadsheets,,Include,109,80272,352,1.2863985,441544.4688,3179178.75
1209,SJ-FR,20.2613678,SJ-FR,Lake Grassmere,L,NO,NO,NO,NO,NO,YES,NO,Ridge,NO,YES,-81.583073,28.718371,,,1F Xeric Lakes,0,In both spreadsheets,,Include,115,84715,355,2.0847769,442703.3125,3176920
1210,SJ-FR,20.2613678,SJ-FR,Lake Grassmere,L,NO,NO,NO,NO,NO,YES,NO,Ridge,NO,YES,-81.583073,28.718371,,,1F Xeric Lakes,0,In both spreadsheets,,Include,114,83975,355,1.2356339,442661.125,3177066.25
1211,SJ-FR,20.2613678,SJ-FR,Lake Grassmere,L,NO,NO,NO,NO,NO,YES,NO,Ridge,NO,YES,-81.583073,28.718371,,,1F Xeric Lakes,0,In both spreadsheets,,Include,115,84716,356,8.4977398,442857.9063,3176860.5
1212,SJ-FR,20.2613678,SJ-FR,Lake Grassmere,L,NO,NO,NO,NO,NO,YES,NO,Ridge,NO,YES,-81.583073,28.718371,,,1F Xeric Lakes,0,In both spreadsheets,,Include,114,83976,356,8.4432182,442920.9688,3177125.75
1213,SJ-FS,8.2110872,SJ-FS,Wolf Lake,L,NO,NO,YES,NO,NO,NO,NO,Ridge,YES,YES,-81.536044,28.726883,RIDGE MARSH,,1F Xeric Lakes,45.99581709,In both spreadsheets,,Include,113,83249,369,8.2110872,447970.3125,3177440.5
1214,SJ-FT,36.9700165,SJ-FT,Lake Wilkins,W,NO,NO,YES,NO,NO,NO,YES,Ridge,YES,YES,-81.570095,28.7071,RIDGE MARSH,,2A-X Isolated Ridges,25.35777117,In both spreadsheets,,Include,119,87678,358,2.6451292,443818.25,3175302
1215,SJ-FT,36.9700165,SJ-FT,Lake Wilkins,W,NO,NO,YES,NO,NO,NO,YES,Ridge,YES,YES,-81.570095,28.7071,RIDGE MARSH,,2A-X Isolated Ridges,25.35777117,In both spreadsheets,,Include,120,88419,359,2.2825105,444081.2188,3175048.5
1216,SJ-FT,36.9700165,SJ-FT,Lake Wilkins,W,NO,NO,YES,NO,NO,NO,YES,Ridge,YES,YES,-81.570095,28.7071,RIDGE MARSH,,2A-X Isolated Ridges,25.35777117,In both spreadsheets,,Include,119,87679,359,16.0205574,443981.5,3175311.5
1217,SJ-FT,36.9700165,SJ-FT,Lake Wilkins,W,NO,NO,YES,NO,NO,NO,YES,Ridge,YES,YES,-81.570095,28.7071,RIDGE MARSH,,2A-X Isolated Ridges,25.35777117,In both spreadsheets,,Include,118,86939,359,12.331974,444140.625,3175565.25
1218,SJ-FT,36.9700165,SJ-FT,Lake Wilkins,W,NO,NO,YES,NO,NO,NO,YES,Ridge,YES,YES,-81.570095,28.7071,RIDGE MARSH,,2A-X Isolated Ridges,25.35777117,In both spreadsheets,,Include,119,87680,360,0.0103361,444269.1563,3175458.5
1219,SJ-FT,36.9700165,SJ-FT,Lake Wilkins,W,NO,NO,YES,NO,NO,NO,YES,Ridge,YES,YES,-81.570095,28.7071,RIDGE MARSH,,2A-X Isolated Ridges,25.35777117,In both spreadsheets,,Include,118,86940,360,3.6795101,444348.75,3175667.5
1220,SJ-FU,84.9616699,SJ-FU,Lake Standish,L,NO,NO,YES,NO,NO,NO,YES,Ridge,YES,YES,-81.552964,28.699122,RIDGE MARSH,,1F Xeric Lakes,52.02957559,In both spreadsheets,,Include,121,89164,364,17.2956009,445886.5,3174525
1221,SJ-FU,84.9616699,SJ-FU,Lake Standish,L,NO,NO,YES,NO,NO,NO,YES,Ridge,YES,YES,-81.552964,28.699122,RIDGE MARSH,,1F Xeric Lakes,52.02957559,In both spreadsheets,,Include,120,88424,364,23.586134,446033.6875,3174881.5
1222,SJ-FU,84.9616699,SJ-FU,Lake Standish,L,NO,NO,YES,NO,NO,NO,YES,Ridge,YES,YES,-81.552964,28.699122,RIDGE MARSH,,1F Xeric Lakes,52.02957559,In both spreadsheets,,Include,119,87684,364,16.3341846,446019.6563,3175248.5
1223,SJ-FU,84.9616699,SJ-FU,Lake Standish,L,NO,NO,YES,NO,NO,NO,YES,Ridge,YES,YES,-81.552964,28.699122,RIDGE MARSH,,1F Xeric Lakes,52.02957559,In both spreadsheets,,Include,121,89165,365,15.5808659,446409.9375,3174491.5
1224,SJ-FU,84.9616699,SJ-FU,Lake Standish,L,NO,NO,YES,NO,NO,NO,YES,Ridge,YES,YES,-81.552964,28.699122,RIDGE MARSH,,1F Xeric Lakes,52.02957559,In both spreadsheets,,Include,120,88425,365,7.925281,446486.5313,3175033
1225,SJ-FU,84.9616699,SJ-FU,Lake Standish,L,NO,NO,YES,NO,NO,NO,YES,Ridge,YES,YES,-81.552964,28.699122,RIDGE MARSH,,1F Xeric Lakes,52.02957559,In both spreadsheets,,Include,119,87685,365,4.2396054,446419.6563,3175130.5
1226,SJ-FV,15.8648539,SJ-FV,Buchan Pond,L,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.516053,28.694499,RIDGE LAKES,,1F Xeric Lakes,22.42864677,In both spreadsheets,,Include,122,89913,373,0.9581278,449572.5938,3174311.25
1227,SJ-FV,15.8648539,SJ-FV,Buchan Pond,L,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.516053,28.694499,RIDGE LAKES,,1F Xeric Lakes,22.42864677,In both spreadsheets,,Include,121,89173,373,2.0341613,449555.7813,3174361.5
1228,SJ-FV,15.8648539,SJ-FV,Buchan Pond,L,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.516053,28.694499,RIDGE LAKES,,1F Xeric Lakes,22.42864677,In both spreadsheets,,Include,122,89914,374,7.9563885,449706.1563,3174228.5
1229,SJ-FV,15.8648539,SJ-FV,Buchan Pond,L,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.516053,28.694499,RIDGE LAKES,,1F Xeric Lakes,22.42864677,In both spreadsheets,,Include,121,89174,374,4.9161763,449685.0938,3174378
1230,SJ-FW,7.589376,SJ-FW,Heinger Lake,L,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.548291,28.683764,RIDGE LAKES,,1F Xeric Lakes,29.10947736,In both spreadsheets,,Include,126,92864,364,0.2434583,446152.9063,3172765
1231,SJ-FW,7.589376,SJ-FW,Heinger Lake,L,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.548291,28.683764,RIDGE LAKES,,1F Xeric Lakes,29.10947736,In both spreadsheets,,Include,125,92124,364,0.1682246,446158.125,3172827.75
1232,SJ-FW,7.589376,SJ-FW,Heinger Lake,L,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.548291,28.683764,RIDGE LAKES,,1F Xeric Lakes,29.10947736,In both spreadsheets,,Include,126,92865,365,0.5429444,446515.1563,3172786.25
1233,SJ-FW,7.589376,SJ-FW,Heinger Lake,L,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.548291,28.683764,RIDGE LAKES,,1F Xeric Lakes,29.10947736,In both spreadsheets,,Include,125,92125,365,4.9654326,446458,3173072.5
1234,SJ-FW,7.589376,SJ-FW,Heinger Lake,L,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.548291,28.683764,RIDGE LAKES,,1F Xeric Lakes,29.10947736,In both spreadsheets,,Include,126,92866,366,0.0362397,446559.0938,3172791
1235,SJ-FW,7.589376,SJ-FW,Heinger Lake,L,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.548291,28.683764,RIDGE LAKES,,1F Xeric Lakes,29.10947736,In both spreadsheets,,Include,125,92126,366,1.6330762,446623.6563,3172894.5
1236,SJ-FY,43.3184052,SJ-FY,Marshall Lake,L,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.53655,28.676639,,,1F Xeric Lakes,0,In both spreadsheets,,Include,127,93607,367,5.1502352,447233.6563,3172310.25
1237,SJ-FY,43.3184052,SJ-FY,Marshall Lake,L,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.53655,28.676639,,,1F Xeric Lakes,0,In both spreadsheets,,Include,126,92867,367,7.1726317,447065.9688,3172607.5
1238,SJ-FY,43.3184052,SJ-FY,Marshall Lake,L,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.53655,28.676639,,,1F Xeric Lakes,0,In both spreadsheets,,Include,125,92127,367,0.0102326,447032.0313,3172799.75
1239,SJ-FY,43.3184052,SJ-FY,Marshall Lake,L,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.53655,28.676639,,,1F Xeric Lakes,0,In both spreadsheets,,Include,128,94348,368,15.234396,447555.9063,3171839.5
1240,SJ-FY,43.3184052,SJ-FY,Marshall Lake,L,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.53655,28.676639,,,1F Xeric Lakes,0,In both spreadsheets,,Include,127,93608,368,14.507618,447505.75,3172069.75
1241,SJ-FY,43.3184052,SJ-FY,Marshall Lake,L,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.53655,28.676639,,,1F Xeric Lakes,0,In both spreadsheets,,Include,126,92868,368,0.1975001,447319.875,3172455
1242,SJ-FY,43.3184052,SJ-FY,Marshall Lake,L,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.53655,28.676639,,,1F Xeric Lakes,0,In both spreadsheets,,Include,127,93609,369,1.0457902,447757.375,3172219.25
1243,SJ-FZ,20.0362396,SJ-FZ,Lake Mitchell,L,NO,NO,YES,NO,NO,NO,YES,Ridge,YES,YES,-81.520192,28.634255,RIDGE LAKES,,1F Xeric Lakes,25.83007968,In both spreadsheets,,Include,140,103232,372,1.6787777,449117.0313,3167448.25
1244,SJ-FZ,20.0362396,SJ-FZ,Lake Mitchell,L,NO,NO,YES,NO,NO,NO,YES,Ridge,YES,YES,-81.520192,28.634255,RIDGE LAKES,,1F Xeric Lakes,25.83007968,In both spreadsheets,,Include,139,102492,372,12.2923326,449115.5,3167620.5
1245,SJ-FZ,20.0362396,SJ-FZ,Lake Mitchell,L,NO,NO,YES,NO,NO,NO,YES,Ridge,YES,YES,-81.520192,28.634255,RIDGE LAKES,,1F Xeric Lakes,25.83007968,In both spreadsheets,,Include,140,103233,373,1.7307889,449280.9688,3167427.5
1246,SJ-FZ,20.0362396,SJ-FZ,Lake Mitchell,L,NO,NO,YES,NO,NO,NO,YES,Ridge,YES,YES,-81.520192,28.634255,RIDGE LAKES,,1F Xeric Lakes,25.83007968,In both spreadsheets,,Include,139,102493,373,4.3343406,449259.0313,3167582.5
1247,SJ-GA,59.2932549,SJ-GA,Prairie Lake,L,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.508483,28.595104,RIDGE MARSH,,1F Xeric Lakes,67.14837399,In both spreadsheets,I left it,"Include, became a Class 1 wetland but we decided to exclude from dataset",152,112114,374,1.3209572,449898.6875,3162875.25
1248,SJ-GA,59.2932549,SJ-GA,Prairie Lake,L,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.508483,28.595104,RIDGE MARSH,,1F Xeric Lakes,67.14837399,In both spreadsheets,I left it,"Include, became a Class 1 wetland but we decided to exclude from dataset",151,111374,374,8.3492022,449823.6563,3162933
1249,SJ-GA,59.2932549,SJ-GA,Prairie Lake,L,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.508483,28.595104,RIDGE MARSH,,1F Xeric Lakes,67.14837399,In both spreadsheets,I left it,"Include, became a Class 1 wetland but we decided to exclude from dataset",150,110634,374,8.2150211,449812.1563,3163527.75
1250,SJ-GA,59.2932549,SJ-GA,Prairie Lake,L,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.508483,28.595104,RIDGE MARSH,,1F Xeric Lakes,67.14837399,In both spreadsheets,I left it,"Include, became a Class 1 wetland but we decided to exclude from dataset",152,112115,375,8.2926788,450077.5,3162806
1251,SJ-GA,59.2932549,SJ-GA,Prairie Lake,L,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.508483,28.595104,RIDGE MARSH,,1F Xeric Lakes,67.14837399,In both spreadsheets,I left it,"Include, became a Class 1 wetland but we decided to exclude from dataset",151,111375,375,17.7379227,450172.75,3163180.75
1252,SJ-GA,59.2932549,SJ-GA,Prairie Lake,L,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.508483,28.595104,RIDGE MARSH,,1F Xeric Lakes,67.14837399,In both spreadsheets,I left it,"Include, became a Class 1 wetland but we decided to exclude from dataset",150,110635,375,7.9281912,450268,3163328
1253,SJ-GA,59.2932549,SJ-GA,Prairie Lake,L,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.508483,28.595104,RIDGE MARSH,,1F Xeric Lakes,67.14837399,In both spreadsheets,I left it,"Include, became a Class 1 wetland but we decided to exclude from dataset",152,112116,376,0.3270199,450384.3125,3162858.75
1254,SJ-GA,59.2932549,SJ-GA,Prairie Lake,L,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.508483,28.595104,RIDGE MARSH,,1F Xeric Lakes,67.14837399,In both spreadsheets,I left it,"Include, became a Class 1 wetland but we decided to exclude from dataset",151,111376,376,5.6486897,450409.0313,3163225.5
1255,SJ-GA,59.2932549,SJ-GA,Prairie Lake,L,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.508483,28.595104,RIDGE MARSH,,1F Xeric Lakes,67.14837399,In both spreadsheets,I left it,"Include, became a Class 1 wetland but we decided to exclude from dataset",150,110636,376,1.4735713,450387.8125,3163325.5
1256,SJ-GB,13.4414577,SJ-GB,Spring Lake,L,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.52019,28.579513,RIDGE LAKES,,1F Xeric Lakes,47.25547458,In both spreadsheets,,Include,155,114332,372,1.1046456,448944.4375,3161560.25
1257,SJ-GB,13.4414577,SJ-GB,Spring Lake,L,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.52019,28.579513,RIDGE LAKES,,1F Xeric Lakes,47.25547458,In both spreadsheets,,Include,154,113592,372,1.812492,449085.25,3161953
1258,SJ-GB,13.4414577,SJ-GB,Spring Lake,L,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.52019,28.579513,RIDGE LAKES,,1F Xeric Lakes,47.25547458,In both spreadsheets,,Include,155,114333,373,8.3422794,449344.25,3161576.25
1259,SJ-GB,13.4414577,SJ-GB,Spring Lake,L,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.52019,28.579513,RIDGE LAKES,,1F Xeric Lakes,47.25547458,In both spreadsheets,,Include,154,113593,373,2.1820414,449462.6563,3161891.25
1260,SJ-GC,32.0355644,SJ-GC,Lake Lily,,,,,,,,,Ridge,NO,YES,-81.534786,28.544522,,,1F Xeric Lakes,32.035564,"Not in my spreadsheet, but in Kevin's",,Include,166,122468,368,4.2577877,447658.375,3157449.25
1261,SJ-GC,32.0355644,SJ-GC,Lake Lily,,,,,,,,,Ridge,NO,YES,-81.534786,28.544522,,,1F Xeric Lakes,32.035564,"Not in my spreadsheet, but in Kevin's",,Include,165,121728,368,12.2392416,447614.0625,3157699.75
1262,SJ-GC,32.0355644,SJ-GC,Lake Lily,,,,,,,,,Ridge,NO,YES,-81.534786,28.544522,,,1F Xeric Lakes,32.035564,"Not in my spreadsheet, but in Kevin's",,Include,166,122469,369,5.3050752,447738.125,3157456.75
1263,SJ-GC,32.0355644,SJ-GC,Lake Lily,,,,,,,,,Ridge,NO,YES,-81.534786,28.544522,,,1F Xeric Lakes,32.035564,"Not in my spreadsheet, but in Kevin's",,Include,165,121729,369,10.2334604,447753.375,3157738.75
1264,SJ-GD,26.8938179,SJ-GD,Lake Beulah,,,,,,,,,Ridge,NO,YES,-81.563417,28.535486,,,1F Xeric Lakes,26.893819,"Not in my spreadsheet, but in Kevin's",,Include,168,123940,360,11.9297466,444453.2813,3156524.75
1265,SJ-GD,26.8938179,SJ-GD,Lake Beulah,,,,,,,,,Ridge,NO,YES,-81.563417,28.535486,,,1F Xeric Lakes,26.893819,"Not in my spreadsheet, but in Kevin's",,Include,167,123200,360,2.4999573,444476.4375,3156931
1266,SJ-GD,26.8938179,SJ-GD,Lake Beulah,,,,,,,,,Ridge,NO,YES,-81.563417,28.535486,,,1F Xeric Lakes,26.893819,"Not in my spreadsheet, but in Kevin's",,Include,168,123941,361,6.3622355,444975.1875,3156719
1267,SJ-GD,26.8938179,SJ-GD,Lake Beulah,,,,,,,,,Ridge,NO,YES,-81.563417,28.535486,,,1F Xeric Lakes,26.893819,"Not in my spreadsheet, but in Kevin's",,Include,167,123201,361,1.284531,444888.875,3156803.75
1268,SJ-GD,26.8938179,SJ-GD,Lake Beulah,,,,,,,,,Ridge,NO,YES,-81.563417,28.535486,,,1F Xeric Lakes,26.893819,"Not in my spreadsheet, but in Kevin's",,Include,168,123942,362,4.8173485,445139.5,3156463.75
1269,SJ-GE,30.9841328,SJ-GE,Lake Reaves,L,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.563581,28.527316,SINKHOLE LAKES,,1F Xeric Lakes,23.26360885,In both spreadsheets,,Include,171,126160,360,16.4007435,444485.625,3155382
1270,SJ-GE,30.9841328,SJ-GE,Lake Reaves,L,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.563581,28.527316,SINKHOLE LAKES,,1F Xeric Lakes,23.26360885,In both spreadsheets,,Include,171,126161,361,6.7289724,444763.0625,3155316.25
1271,SJ-GE,30.9841328,SJ-GE,Lake Reaves,L,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.563581,28.527316,SINKHOLE LAKES,,1F Xeric Lakes,23.26360885,In both spreadsheets,,Include,170,125421,361,7.8544159,444923.5313,3155896
1272,SJ-GF,14.2611809,SJ-GF,Sunset Lakes of Windermere,L,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.575446,28.508779,RIDGE LAKES,,1F Xeric Lakes,7.866475539,In both spreadsheets,,Include,175,129117,357,1.2952366,443197.625,3154024.25
1273,SJ-GF,14.2611809,SJ-GF,Sunset Lakes of Windermere,L,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.575446,28.508779,RIDGE LAKES,,1F Xeric Lakes,7.866475539,In both spreadsheets,,Include,176,129858,358,4.6735654,443606.5938,3153683.25
